N,K,P,Zn,Mg,S,pH,Rainfall,Temperature,Humidity,Crop_Subcategory
2.8,3.5,2.2,0.6,1.5,0.8,7.1,615.9,27.7,75.2,Groundnut_TMV 7
3.2,3.3,1.9,0.2,1.2,0.7,7.1,655.6,24.3,72.2,Groundnut_TMV 7
3.0,2.5,1.9,0.5,1.3,0.4,6.5,747.0,27.6,68.5,Groundnut_TMV 7
2.9,3.0,1.7,0.4,1.4,0.7,6.7,612.9,25.7,65.9,Groundnut_TMV 7
3.1,2.7,2.5,0.4,1.0,0.5,7.1,662.2,24.8,78.9,Groundnut_TMV 7
2.6,3.3,2.1,0.5,1.4,0.5,6.4,778.3,24.6,67.9,Groundnut_TMV 7
2.8,3.3,1.8,0.6,1.3,0.4,7.0,847.8,29.1,74.8,Groundnut_TMV 7
3.2,2.6,2.1,0.3,1.6,0.4,6.4,737.2,29.1,78.6,Groundnut_TMV 7
2.6,3.4,2.3,0.5,1.2,0.5,6.5,785.3,28.8,71.1,Groundnut_TMV 7
3.1,3.0,2.4,0.4,1.1,0.7,7.0,729.8,26.9,73.4,Groundnut_TMV 7
2.6,3.0,2.1,0.3,1.2,0.6,6.7,755.9,25.9,74.5,Groundnut_TMV 7
3.1,3.0,1.6,0.4,1.4,0.4,7.1,812.7,27.0,71.4,Groundnut_TMV 7
2.7,2.8,1.6,0.4,1.5,0.8,7.0,725.8,24.7,75.0,Groundnut_TMV 7
2.7,3.3,2.1,0.4,1.6,0.4,6.2,837.3,24.0,68.6,Groundnut_TMV 7
2.5,3.4,2.1,0.6,1.5,0.7,7.0,843.0,26.4,74.5,Groundnut_TMV 7
2.7,3.5,2.3,0.2,1.4,0.4,6.3,678.3,26.5,73.8,Groundnut_TMV 7
3.0,2.8,2.0,0.4,1.6,0.3,6.6,778.0,27.4,70.4,Groundnut_TMV 7
2.8,3.0,2.3,0.4,1.1,0.6,7.2,684.6,26.5,73.0,Groundnut_TMV 7
2.8,3.4,1.7,0.2,1.2,0.6,6.7,753.0,24.9,70.0,Groundnut_TMV 7
2.8,3.1,2.0,0.4,1.2,0.7,6.7,794.7,28.2,73.7,Groundnut_TMV 7
3.2,3.3,1.9,0.6,1.1,0.7,7.1,657.0,29.4,74.4,Groundnut_TMV 7
2.9,2.9,2.2,0.5,1.3,0.7,6.7,709.8,28.2,78.4,Groundnut_TMV 7
2.9,3.4,1.9,0.4,1.4,0.8,6.4,687.7,29.3,74.6,Groundnut_TMV 7
2.7,2.9,2.2,0.3,1.1,0.6,6.3,784.7,27.6,75.4,Groundnut_TMV 7
3.1,2.5,1.8,0.5,1.3,0.7,7.0,689.0,24.5,72.9,Groundnut_TMV 7
3.0,2.8,1.7,0.5,1.2,0.4,6.6,652.1,27.4,74.2,Groundnut_TMV 7
3.2,3.3,2.1,0.3,1.3,0.4,7.0,720.2,29.4,67.7,Groundnut_TMV 7
2.5,3.2,2.2,0.2,1.2,0.7,6.5,683.9,28.7,73.7,Groundnut_TMV 7
2.9,3.2,2.3,0.6,1.5,0.5,6.2,814.0,24.5,77.0,Groundnut_TMV 2
2.7,2.6,2.4,0.3,1.3,0.4,6.9,655.0,28.1,69.5,Groundnut_TMV 2
3.1,3.5,1.5,0.4,1.1,0.4,7.1,836.2,28.9,66.2,Groundnut_TMV 2
2.7,3.4,1.6,0.2,1.2,0.3,6.4,661.4,24.0,69.2,Groundnut_TMV 2
3.0,2.5,2.2,0.3,1.5,0.5,7.1,652.0,25.1,72.9,Groundnut_TMV 2
2.6,2.7,1.6,0.5,1.5,0.3,6.8,818.2,24.6,75.1,Groundnut_TMV 2
3.0,3.0,2.1,0.3,1.5,0.6,6.4,606.0,27.2,77.9,Groundnut_TMV 2
3.1,3.5,2.1,0.4,1.2,0.4,6.5,687.9,27.5,71.0,Groundnut_TMV 2
2.9,2.6,1.9,0.5,1.2,0.8,7.1,749.2,24.9,79.9,Groundnut_TMV 2
3.0,3.4,2.4,0.6,1.5,0.4,6.4,619.7,23.4,66.3,Groundnut_TMV 2
2.8,2.7,1.9,0.3,1.5,0.5,6.3,628.6,27.5,71.6,Groundnut_TMV 2
2.7,3.0,1.8,0.3,1.1,0.5,6.6,605.5,23.1,66.9,Groundnut_TMV 2
3.1,3.3,1.8,0.4,1.5,0.3,6.5,675.2,29.1,79.5,Groundnut_TMV 2
3.2,3.2,2.5,0.3,1.1,0.6,7.0,674.9,25.4,73.9,Groundnut_TMV 2
3.1,2.6,1.9,0.4,1.5,0.4,6.5,746.4,27.9,67.7,Groundnut_TMV 2
2.6,3.4,2.3,0.3,1.5,0.7,6.8,758.6,23.7,76.5,Groundnut_TMV 2
2.7,2.6,1.8,0.3,1.4,0.3,6.2,728.8,27.5,75.7,Groundnut_TMV 2
3.0,3.1,2.5,0.5,1.3,0.8,6.2,845.8,28.8,72.4,Groundnut_TMV 2
2.7,3.1,2.2,0.3,1.4,0.3,7.0,681.5,24.2,75.6,Groundnut_TMV 2
2.9,3.0,1.8,0.3,1.6,0.4,6.5,713.5,29.0,66.0,Groundnut_TMV 2
3.2,3.5,2.4,0.5,1.5,0.3,6.7,756.7,24.8,67.0,Groundnut_TMV 2
2.8,2.6,2.4,0.2,1.4,0.4,6.5,787.7,26.6,68.4,Groundnut_TMV 2
3.0,2.5,2.2,0.4,1.3,0.3,6.5,753.9,28.5,77.1,Groundnut_TMV 2
2.7,2.6,2.1,0.3,1.2,0.4,6.7,696.4,29.3,72.7,Groundnut_TMV 2
2.9,2.7,2.3,0.5,1.6,0.7,7.0,747.2,25.6,67.5,Groundnut_TMV 2
3.1,3.3,1.6,0.3,1.6,0.7,6.4,678.7,24.5,76.6,Groundnut_TMV 2
2.9,2.6,1.8,0.4,1.5,0.7,6.9,847.8,29.7,65.7,Groundnut_TMV 2
2.9,3.4,2.1,0.4,1.2,0.4,6.8,663.7,28.0,67.7,Groundnut_TMV 2
3.1,2.6,1.9,0.4,1.0,0.5,6.7,602.7,28.8,66.1,Groundnut_TMV 2
3.2,2.8,1.7,0.4,1.1,0.5,7.1,823.2,28.4,78.0,Groundnut_TMV 2
2.8,3.5,2.1,0.5,1.1,0.7,6.8,721.7,24.8,74.0,Groundnut_TMV 2
2.6,3.3,1.7,0.5,1.2,0.5,7.1,819.6,26.2,67.2,Groundnut_TMV 2
2.5,2.7,2.3,0.2,1.3,0.3,6.6,607.9,29.1,76.8,Groundnut_TMV 2
2.6,3.3,1.7,0.3,1.2,0.5,6.8,744.2,27.5,71.9,Groundnut_TMV 2
3.2,3.4,1.5,0.5,1.2,0.7,6.3,643.8,27.2,65.9,Groundnut_TMV 2
3.0,2.9,1.6,0.5,1.3,0.5,6.5,677.6,26.8,69.1,Groundnut_TMV 2
2.8,3.2,1.7,0.4,1.5,0.4,6.9,782.6,28.8,77.1,Groundnut_TMV 2
2.6,2.7,1.9,0.2,1.3,0.4,6.5,712.5,28.8,79.1,Groundnut_TMV 2
3.0,3.0,1.8,0.5,1.1,0.5,6.2,720.2,23.0,79.1,Groundnut_TMV 2
2.6,2.8,2.4,0.2,1.3,0.3,6.4,842.9,27.8,68.4,Groundnut_TMV 2
3.0,3.0,2.2,0.6,1.3,0.3,6.8,628.5,24.5,72.5,Groundnut_TMV 2
2.9,3.3,1.9,0.5,1.4,0.5,7.0,793.1,23.5,68.0,Groundnut_TMV 2
2.7,2.7,1.9,0.3,1.3,0.5,6.3,773.9,23.3,70.2,Groundnut_TMV 2
2.5,2.8,1.7,0.3,1.6,0.8,6.8,726.9,29.0,65.3,Groundnut_TMV 2
2.6,2.7,1.6,0.4,1.5,0.4,6.2,810.0,23.6,74.9,Groundnut_TMV 2
2.6,3.0,2.4,0.2,1.1,0.8,6.8,672.2,29.7,71.2,Groundnut_TMV 2
3.0,3.4,1.6,0.3,1.1,0.5,6.6,831.7,24.0,67.6,Groundnut_TMV 2
3.1,2.6,2.4,0.3,1.2,0.8,6.8,605.3,24.2,70.4,Groundnut_TMV 2
2.6,3.0,1.9,0.4,1.4,0.8,7.0,808.6,27.0,71.9,Groundnut_TMV 2
3.2,3.1,2.2,0.6,1.1,0.7,7.2,621.8,25.0,71.1,Groundnut_TMV 2
2.7,3.4,2.0,0.3,1.4,0.5,6.3,643.3,23.3,65.9,Groundnut_TMV 2
2.7,3.4,2.1,0.5,1.3,0.7,6.5,676.4,25.4,76.1,Groundnut_TMV 2
3.0,2.8,2.2,0.3,1.1,0.6,6.5,795.4,28.0,67.8,Groundnut_TMV 2
2.6,3.4,1.9,0.4,1.1,0.7,6.5,650.4,27.9,70.3,Groundnut_TMV 2
2.7,3.4,2.1,0.5,1.3,0.7,7.1,791.9,24.5,66.0,Groundnut_TMV 2
2.6,2.9,1.9,0.3,1.2,0.7,7.2,671.0,29.6,78.8,Groundnut_TMV 2
3.0,2.7,1.9,0.4,1.2,0.3,7.1,616.0,23.4,65.9,Groundnut_TMV 2
3.1,2.7,1.6,0.3,1.2,0.6,6.9,622.0,29.1,71.4,Groundnut_TMV 2
2.6,3.1,2.3,0.3,1.3,0.4,6.4,698.2,28.4,76.0,Groundnut_TMV 2
2.9,3.1,1.8,0.3,1.2,0.7,7.1,795.9,26.3,78.6,Groundnut_TMV 2
3.1,3.1,2.3,0.2,1.5,0.3,7.2,658.2,24.9,73.7,Groundnut_TMV 2
3.0,3.0,1.6,0.5,1.5,0.5,6.7,612.7,27.8,68.6,Groundnut_TMV 2
3.1,2.6,2.0,0.3,1.4,0.7,6.3,646.0,27.5,71.2,Groundnut_TMV 2
2.9,3.1,2.0,0.5,1.4,0.6,6.5,669.1,29.7,70.9,Groundnut_TMV 2
3.2,3.2,1.7,0.4,1.2,0.4,6.4,816.5,24.0,72.4,Groundnut_TMV 2
2.6,2.7,2.2,0.4,1.2,0.3,6.9,828.3,28.6,66.1,Groundnut_TMV 2
2.9,2.8,2.0,0.5,1.1,0.7,7.2,760.1,23.4,66.6,Groundnut_TMV 2
2.6,2.9,2.4,0.5,1.3,0.3,6.8,749.5,26.1,73.0,Groundnut_TMV 2
2.6,3.0,2.2,0.6,1.1,0.5,6.6,620.3,23.4,67.8,Groundnut_TMV 2
3.2,2.9,2.3,0.4,1.3,0.4,6.9,657.4,28.4,65.5,Groundnut_TMV 2
2.6,2.6,2.3,0.4,1.0,0.7,6.8,829.2,25.6,66.2,Groundnut_TMV 2
3.2,3.2,2.0,0.5,1.3,0.4,7.0,844.6,24.0,80.0,Groundnut_TMV 2
2.8,3.1,2.3,0.4,1.5,0.8,6.8,825.5,24.3,70.9,Groundnut_TMV 2
3.0,2.9,2.2,0.4,1.6,0.4,6.8,822.1,27.1,78.1,Groundnut_TMV 2
2.8,2.9,1.8,0.6,1.1,0.7,6.6,752.0,28.8,75.8,Groundnut_TMV 2
3.1,2.7,1.5,0.4,1.3,0.5,6.7,723.1,27.6,74.3,Groundnut_TMV 2
3.0,3.3,2.1,0.5,1.1,0.4,7.1,758.6,23.5,74.6,Groundnut_TMV 2
3.1,2.5,2.1,0.6,1.6,0.4,6.8,764.7,26.7,67.3,Groundnut_TMV 2
3.1,3.5,2.2,0.6,1.4,0.7,6.9,600.7,26.3,67.9,Groundnut_TMV 2
3.1,3.3,2.1,0.3,1.1,0.5,6.3,670.2,28.4,67.9,Groundnut_TMV 2
2.7,2.6,1.6,0.4,1.1,0.4,6.5,783.3,24.6,67.0,Groundnut_TMV 2
3.0,3.5,1.6,0.3,1.1,0.5,6.6,744.4,29.0,75.4,Groundnut_TMV 2
3.1,3.0,2.1,0.3,1.2,0.7,6.8,759.5,27.5,72.9,Groundnut_TMV 2
2.7,3.5,1.5,0.3,1.3,0.3,6.9,669.0,24.5,78.6,Groundnut_TMV 2
2.8,3.4,2.2,0.5,1.4,0.6,6.4,837.2,23.0,77.4,Groundnut_TMV 2
2.7,3.0,1.9,0.6,1.5,0.4,6.4,612.0,26.9,71.4,Groundnut_TMV 2
2.6,2.6,2.1,0.3,1.5,0.6,7.0,817.7,28.7,73.9,Groundnut_TMV 2
2.7,3.5,2.2,0.3,1.5,0.4,6.7,652.9,27.4,68.1,Groundnut_TMV 2
2.5,3.1,1.9,0.6,1.1,0.4,6.7,829.4,25.1,79.2,Groundnut_TMV 2
2.6,2.6,2.5,0.4,1.4,0.3,7.0,668.3,28.3,65.5,Groundnut_TMV 2
2.6,3.3,2.1,0.5,1.1,0.4,6.8,686.5,28.1,66.8,Groundnut_TMV 2
2.6,3.2,2.4,0.3,1.3,0.7,6.9,681.8,24.1,72.1,Groundnut_TMV 2
2.7,3.5,1.8,0.3,1.1,0.4,6.7,849.0,24.4,66.1,Groundnut_TMV 2
3.1,2.6,2.0,0.6,1.2,0.5,6.9,686.2,27.0,78.3,Groundnut_TMV 2
3.1,2.6,2.3,0.5,1.4,0.8,7.0,731.5,24.2,70.7,Groundnut_TMV 2
2.6,2.6,1.7,0.4,1.1,0.7,6.3,820.2,24.6,70.8,Groundnut_TMV 2
2.8,3.3,2.3,0.6,1.3,0.5,7.2,671.2,29.4,75.4,Groundnut_TMV 2
2.7,3.0,1.9,0.2,1.1,0.4,6.3,658.8,26.9,68.7,Groundnut_TMV 2
2.7,3.0,1.7,0.6,1.2,0.7,6.3,724.4,23.3,79.7,Groundnut_TMV 2
3.1,3.3,2.1,0.5,1.5,0.5,6.8,602.7,28.8,73.7,Groundnut_TMV 2
2.9,3.1,1.7,0.5,1.5,0.6,6.9,776.2,29.3,75.0,Groundnut_TMV 10
3.1,2.9,1.6,0.2,1.0,0.7,6.9,841.0,28.1,76.5,Groundnut_TMV 10
3.1,2.8,1.8,0.2,1.2,0.8,6.7,680.9,23.6,67.4,Groundnut_TMV 10
3.0,3.4,2.0,0.5,1.3,0.7,7.2,812.9,28.0,70.4,Groundnut_TMV 10
2.5,2.8,2.3,0.3,1.3,0.4,6.8,739.4,24.4,65.9,Groundnut_TMV 10
2.9,2.7,2.4,0.3,1.4,0.5,6.8,796.5,27.3,75.3,Groundnut_TMV 10
2.8,3.4,1.9,0.3,1.1,0.7,6.7,651.9,24.9,69.9,Groundnut_TMV 10
2.7,2.8,2.2,0.3,1.5,0.5,6.8,672.1,27.6,66.0,Groundnut_TMV 10
2.9,2.8,2.2,0.2,1.6,0.3,6.6,614.3,24.3,71.9,Groundnut_TMV 10
2.7,2.8,1.5,0.6,1.3,0.7,7.0,757.6,24.9,66.7,Groundnut_TMV 10
3.0,2.7,2.2,0.4,1.1,0.8,6.7,701.0,29.6,75.6,Groundnut_TMV 10
2.9,2.6,2.0,0.6,1.1,0.4,6.4,818.3,28.9,75.4,Groundnut_TMV 10
2.9,3.0,2.2,0.2,1.3,0.7,7.0,700.7,23.0,72.4,Groundnut_TMV 10
3.0,2.7,2.4,0.5,1.1,0.5,6.2,715.0,29.9,72.1,Groundnut_TMV 10
2.6,3.5,2.3,0.4,1.4,0.6,6.8,706.1,28.8,72.0,Groundnut_TMV 10
3.1,2.9,2.1,0.3,1.6,0.4,6.7,670.6,24.6,79.1,Groundnut_TMV 10
3.0,2.6,1.5,0.4,1.3,0.5,6.8,780.5,23.4,74.0,Groundnut_TMV 10
2.6,3.3,2.1,0.6,1.1,0.5,6.4,681.7,28.9,69.3,Groundnut_TMV 10
2.9,3.2,2.3,0.4,1.1,0.7,7.1,630.0,29.4,73.1,Groundnut_TMV 10
3.2,3.4,2.0,0.2,1.4,0.6,6.8,759.4,26.5,70.8,Groundnut_TMV 10
2.9,2.6,2.0,0.4,1.6,0.5,6.8,662.0,29.7,77.6,Groundnut_TMV 10
2.7,3.4,2.1,0.5,1.3,0.5,6.6,787.8,27.5,78.4,Groundnut_TMV 10
2.8,2.5,2.0,0.5,1.3,0.4,6.6,707.4,27.9,67.0,Groundnut_TMV 10
2.7,3.0,1.8,0.4,1.6,0.7,6.4,636.3,27.1,68.9,Groundnut_TMV 10
2.7,2.7,2.5,0.4,1.5,0.7,7.0,654.4,25.3,76.9,Groundnut_TMV 10
2.9,2.8,2.1,0.6,1.1,0.7,6.2,721.3,23.5,79.8,Groundnut_TMV 10
2.8,2.9,2.2,0.3,1.6,0.5,6.8,801.9,29.3,70.8,Groundnut_TMV 10
2.7,2.7,1.9,0.3,1.1,0.5,6.2,678.3,25.1,67.1,Groundnut_TMV 10
2.6,2.8,1.5,0.3,1.2,0.8,6.9,819.9,29.7,75.3,Groundnut_TMV 10
2.5,3.5,1.8,0.3,1.4,0.6,6.8,644.1,24.1,78.1,Groundnut_TMV 10
3.1,2.9,1.6,0.2,1.3,0.5,7.1,742.6,25.1,74.4,Groundnut_TMV 10
2.7,3.0,1.8,0.4,1.5,0.6,6.3,843.8,26.2,75.9,Groundnut_TMV 10
2.7,2.6,2.0,0.2,1.1,0.6,6.9,785.2,29.6,75.8,Groundnut_TMV 10
2.6,3.2,2.3,0.3,1.1,0.4,7.2,692.7,28.2,71.2,Groundnut_TMV 10
3.2,2.9,2.2,0.3,1.0,0.4,7.0,812.3,27.3,78.6,Groundnut_TMV 10
2.8,3.4,1.6,0.4,1.1,0.4,7.0,646.2,28.6,77.8,Groundnut_TMV 10
3.0,3.3,2.3,0.5,1.5,0.7,6.8,671.1,26.4,65.9,Groundnut_TMV 10
2.6,3.1,1.8,0.4,1.2,0.6,6.5,668.3,28.8,79.4,Groundnut_TMV 10
2.7,2.8,2.0,0.5,1.2,0.5,6.2,655.6,25.0,78.5,Groundnut_TMV 10
2.7,2.9,2.3,0.3,1.5,0.6,6.6,818.3,23.6,66.0,Groundnut_TMV 10
3.2,3.0,1.7,0.3,1.0,0.7,6.9,743.2,23.5,67.9,Groundnut_TMV 10
2.9,2.6,1.6,0.5,1.3,0.6,6.5,819.0,27.3,76.4,Groundnut_TMV 10
2.8,3.1,2.4,0.4,1.5,0.6,6.3,698.7,27.2,74.7,Groundnut_TMV 10
2.6,3.1,1.8,0.6,1.4,0.6,6.4,726.0,25.7,72.5,Groundnut_TMV 10
2.8,2.7,1.5,0.4,1.0,0.7,7.2,783.8,29.3,68.6,Groundnut_TMV 10
3.2,2.7,2.0,0.3,1.2,0.8,7.0,711.4,24.9,66.1,Groundnut_TMV 10
2.9,3.3,1.6,0.4,1.0,0.4,6.9,743.8,27.3,72.8,Groundnut_TMV 10
2.6,3.2,2.3,0.4,1.3,0.3,6.6,658.7,29.7,71.6,Groundnut_TMV 10
3.1,3.3,2.2,0.5,1.1,0.6,6.8,643.0,23.9,75.4,Groundnut_TMV 10
2.8,2.5,1.6,0.3,1.3,0.5,6.3,690.7,25.8,66.5,Groundnut_TMV 10
3.1,3.1,1.9,0.3,1.1,0.4,6.8,756.7,24.2,76.0,Groundnut_TMV 10
3.0,3.3,1.6,0.4,1.1,0.6,6.4,743.5,23.3,72.1,Groundnut_TMV 10
3.2,3.1,2.4,0.2,1.4,0.6,6.6,823.4,23.5,71.9,Groundnut_TMV 10
2.9,2.7,2.2,0.5,1.1,0.6,6.8,617.2,24.3,75.8,Groundnut_TMV 10
2.9,3.2,1.6,0.5,1.4,0.3,7.1,763.6,23.7,78.5,Groundnut_TMV 10
3.2,3.1,1.8,0.3,1.5,0.8,6.4,817.2,28.0,77.5,Groundnut_TMV 10
3.1,2.9,2.3,0.3,1.3,0.7,6.7,688.4,25.6,69.0,Groundnut_TMV 10
3.1,2.6,1.7,0.6,1.2,0.7,7.1,662.9,24.7,78.8,Groundnut_TMV 10
2.8,3.4,2.0,0.3,1.2,0.6,6.8,696.1,23.9,75.2,Groundnut_TMV 10
2.5,2.9,1.8,0.3,1.2,0.4,6.6,713.6,25.4,77.3,Groundnut_TMV 10
3.0,3.1,2.0,0.5,1.2,0.3,6.7,698.0,25.5,70.4,Groundnut_TMV 10
3.2,3.4,1.8,0.4,1.6,0.6,6.7,622.9,27.4,75.7,Groundnut_TMV 10
2.8,2.9,2.5,0.5,1.2,0.6,6.7,702.2,25.9,75.3,Groundnut_TMV 10
3.2,3.3,2.5,0.5,1.5,0.6,6.3,823.5,25.6,66.0,Groundnut_TMV 10
3.0,2.6,2.2,0.3,1.4,0.7,6.2,693.7,28.1,67.2,Groundnut_TMV 10
2.7,3.0,2.1,0.5,1.2,0.6,6.5,652.0,26.4,74.2,Groundnut_TMV 10
2.7,2.7,2.1,0.4,1.2,0.4,6.3,718.9,29.8,76.4,Groundnut_TMV 10
2.6,3.5,2.2,0.3,1.3,0.6,6.5,838.0,29.8,77.0,Groundnut_TMV 10
3.0,3.3,1.7,0.3,1.6,0.5,6.9,664.5,28.3,79.3,Groundnut_TMV 10
2.8,3.2,2.1,0.2,1.3,0.4,6.3,762.3,23.4,72.0,Groundnut_TMV 10
3.2,3.5,2.5,0.6,1.4,0.6,6.9,826.2,24.9,77.7,Groundnut_TMV 10
3.0,2.7,2.4,0.3,1.6,0.7,6.9,740.9,27.2,70.9,Groundnut_TMV 10
3.0,3.4,2.0,0.5,1.2,0.6,6.7,733.2,25.7,75.2,Groundnut_TMV 10
3.2,2.8,1.9,0.5,1.2,0.5,6.5,844.1,28.1,76.5,Groundnut_TMV 10
2.9,3.1,1.9,0.4,1.0,0.7,6.6,725.1,28.4,71.3,Groundnut_TMV 10
3.2,3.0,2.2,0.4,1.0,0.7,6.2,645.0,26.6,74.0,Groundnut_TMV 10
3.0,2.9,1.8,0.4,1.5,0.3,6.9,807.4,23.4,79.9,Groundnut_TMV 10
3.2,3.4,1.8,0.2,1.4,0.4,6.8,787.8,24.1,69.5,Groundnut_TMV 10
3.2,2.9,2.4,0.3,1.0,0.7,6.6,825.5,26.7,79.9,Groundnut_TMV 10
3.0,3.5,1.8,0.3,1.4,0.6,6.6,849.0,26.4,71.5,Groundnut_TMV 10
2.9,2.7,1.8,0.5,1.4,0.6,6.7,789.5,24.4,77.3,Groundnut_TMV 10
3.0,3.4,1.7,0.6,1.2,0.4,6.9,654.1,25.4,68.1,Groundnut_TMV 10
3.1,3.0,2.5,0.3,1.5,0.8,6.7,758.6,28.2,78.9,Groundnut_TMV 10
3.1,2.9,1.8,0.3,1.3,0.4,6.4,828.1,25.7,69.1,Groundnut_TMV 10
2.6,2.5,2.3,0.3,1.4,0.4,7.2,745.1,27.3,69.7,Groundnut_TMV 10
2.9,2.8,2.1,0.3,1.5,0.6,6.3,657.9,25.5,79.5,Groundnut_TMV 10
2.7,3.1,1.9,0.6,1.5,0.5,6.9,806.3,28.8,78.5,Groundnut_TMV 10
3.1,3.4,2.0,0.3,1.1,0.7,6.8,807.4,24.6,72.8,Groundnut_TMV 10
3.1,2.8,2.5,0.3,1.5,0.7,6.6,624.0,28.7,76.1,Groundnut_TMV 10
3.0,2.5,2.2,0.5,1.0,0.8,7.0,849.3,27.6,67.4,Groundnut_TMV 10
2.7,3.4,1.8,0.6,1.6,0.3,6.7,601.5,26.1,70.2,Groundnut_TMV 10
3.1,2.6,2.3,0.4,1.0,0.5,6.6,642.1,27.1,70.1,Groundnut_TMV 10
3.1,3.2,1.7,0.2,1.4,0.8,6.6,782.5,27.2,76.0,Groundnut_TMV 10
2.9,2.9,1.8,0.4,1.3,0.5,6.4,842.9,29.3,73.2,Groundnut_TMV 10
2.8,3.5,2.3,0.6,1.2,0.4,7.0,608.9,24.8,76.9,Groundnut_TMV 10
3.0,3.1,2.0,0.5,1.3,0.7,7.0,807.6,29.6,70.9,Groundnut_TMV 10
2.8,2.6,2.1,0.4,1.5,0.6,6.8,835.4,26.3,72.9,Groundnut_TMV 10
2.6,3.5,1.5,0.5,1.3,0.3,6.9,701.7,23.1,69.3,Groundnut_TMV 10
2.7,3.3,2.3,0.5,1.5,0.6,7.0,811.5,24.9,65.5,Groundnut_TMV 10
2.8,3.1,2.1,0.2,1.2,0.3,6.4,752.5,28.4,74.2,Groundnut_TMV 10
2.6,2.6,2.3,0.3,1.5,0.3,6.6,829.9,24.0,68.2,Pulses_Pusa Vishal (black gram)
2.7,3.5,2.2,0.3,1.1,0.6,7.1,792.3,25.2,70.9,Pulses_Pusa Vishal (black gram)
3.0,2.7,1.8,0.5,1.1,0.4,6.9,688.6,27.4,67.5,Pulses_Pusa Vishal (black gram)
2.6,2.8,2.1,0.5,1.1,0.7,6.9,694.7,29.9,65.6,Pulses_Pusa Vishal (black gram)
3.1,3.3,2.1,0.3,1.2,0.7,6.9,603.1,28.3,67.2,Pulses_Pusa Vishal (black gram)
2.8,3.1,2.2,0.3,1.6,0.3,7.1,842.9,25.4,77.0,Pulses_Pusa Vishal (black gram)
2.9,3.0,2.0,0.4,1.2,0.7,6.4,739.2,28.5,76.2,Pulses_Pusa Vishal (black gram)
3.2,3.3,2.1,0.6,1.1,0.8,7.0,693.8,24.8,65.2,Pulses_Pusa Vishal (black gram)
2.6,2.7,2.4,0.3,1.1,0.7,7.0,626.3,27.7,66.7,Pulses_Pusa Vishal (black gram)
3.0,3.4,2.4,0.5,1.2,0.4,6.8,733.5,23.1,74.3,Pulses_Pusa Vishal (black gram)
2.8,2.8,2.2,0.4,1.2,0.8,6.8,792.0,26.7,78.7,Pulses_Pusa Vishal (black gram)
2.8,3.4,2.0,0.4,1.4,0.3,6.9,828.6,28.3,67.6,Pulses_Pusa Vishal (black gram)
2.8,2.9,2.2,0.5,1.4,0.7,6.3,784.6,26.1,72.4,Pulses_Pusa Vishal (black gram)
2.6,2.8,1.9,0.4,1.4,0.6,6.9,717.9,28.3,75.3,Pulses_Pusa Vishal (black gram)
2.9,3.3,2.2,0.3,1.3,0.7,6.9,692.3,26.9,75.1,Pulses_Pusa Vishal (black gram)
2.7,2.9,2.1,0.2,1.1,0.6,6.9,730.2,23.8,72.2,Pulses_Pusa Vishal (black gram)
2.9,2.9,1.6,0.6,1.2,0.7,6.2,722.5,27.8,71.8,Pulses_Pusa Vishal (black gram)
2.6,3.5,1.8,0.6,1.5,0.7,6.4,728.6,25.8,71.1,Pulses_Pusa Vishal (black gram)
3.0,3.2,1.7,0.5,1.1,0.5,6.6,707.7,27.4,76.8,Pulses_Pusa Vishal (black gram)
3.0,3.4,1.8,0.2,1.4,0.6,6.3,803.2,25.2,76.6,Pulses_Pusa Vishal (black gram)
2.6,3.3,2.0,0.3,1.5,0.8,7.1,789.6,25.6,70.7,Pulses_Pusa Vishal (black gram)
2.9,2.8,1.8,0.4,1.3,0.5,7.1,657.8,23.5,77.9,Pulses_Pusa Vishal (black gram)
2.7,2.6,2.3,0.4,1.3,0.6,7.1,775.2,24.9,78.9,Pulses_Pusa Vishal (black gram)
2.8,2.9,1.8,0.4,1.2,0.5,6.8,726.1,24.3,79.8,Pulses_Pusa Vishal (black gram)
2.8,2.8,1.7,0.2,1.4,0.3,7.1,780.9,27.0,78.1,Pulses_Pusa Vishal (black gram)
2.9,2.7,2.0,0.5,1.6,0.4,6.7,635.8,27.3,78.1,Pulses_Pusa Vishal (black gram)
3.1,2.8,2.5,0.4,1.3,0.7,7.1,721.1,28.3,78.0,Pulses_Pusa Vishal (black gram)
2.8,2.6,1.7,0.5,1.0,0.4,6.4,747.6,24.4,74.0,Pulses_Pusa Vishal (black gram)
3.0,2.6,1.8,0.3,1.2,0.4,6.9,614.0,27.4,69.3,Pulses_Pusa Vishal (black gram)
2.7,2.8,2.2,0.6,1.5,0.8,7.0,731.7,29.0,76.0,Pulses_Pusa Vishal (black gram)
3.0,3.2,2.1,0.4,1.1,0.4,6.9,752.6,25.0,66.6,Pulses_Pusa Vishal (black gram)
2.8,3.1,2.2,0.6,1.0,0.4,7.0,626.2,28.0,75.2,Pulses_Pusa Vishal (black gram)
2.5,2.6,2.2,0.4,1.6,0.4,6.4,701.5,23.8,74.4,Pulses_Pusa Vishal (black gram)
2.8,2.8,2.3,0.5,1.1,0.8,7.1,609.0,26.8,74.7,Pulses_Pusa Vishal (black gram)
2.9,3.3,2.3,0.5,1.6,0.6,6.7,617.2,29.3,71.4,Pulses_Pusa Vishal (black gram)
